scheme_name,state,category,department,eligibility,benefits,documents_required,application_process,official_website,min_income,max_income,min_age,max_age,gender,target_category
Seva Benefit Scheme 848,Odisha,Senior Citizen,Education,Resident of Odisha; category Senior Citizen; annual income between 50000 and 550000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/848,50000,550000,18,45,Female,Senior Citizen
Seva Benefit Scheme 849,Delhi,ST,Minority Affairs,Resident of Delhi; category ST; annual income between 150000 and 450000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/849,150000,450000,35,60,All,ST
Seva Benefit Scheme 850,Tamil Nadu,Senior Citizen,Minority Affairs,Resident of Tamil Nadu; category Senior Citizen; annual income between 100000 and 400000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/850,100000,400000,0,35,Female,Senior Citizen
Seva Benefit Scheme 851,Maharashtra,Women,Minority Affairs,Resident of Maharashtra; category Women; annual income between 150000 and 350000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/851,150000,350000,40,60,Female,Women
Seva Benefit Scheme 852,Karnataka,General,Minority Affairs,Resident of Karnataka; category General; annual income between 0 and 100000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/852,0,100000,0,35,Male,General
Seva Benefit Scheme 853,Gujarat,ST,Education,Resident of Gujarat; category ST; annual income between 100000 and 200000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/853,100000,200000,21,80,Male,ST
Seva Benefit Scheme 854,Tamil Nadu,Minority,Health,Resident of Tamil Nadu; category Minority; annual income between 50000 and 550000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/854,50000,550000,60,0,Female,Minority
Seva Benefit Scheme 855,Rajasthan,General,Skill Development,Resident of Rajasthan; category General; annual income between 0 and 200000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/855,0,200000,18,60,All,General
Seva Benefit Scheme 856,Delhi,General,Health,Resident of Delhi; category General; annual income between 150000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/856,150000,250000,45,60,All,General
Seva Benefit Scheme 857,Bihar,Women,Minority Affairs,Resident of Bihar; category Women; annual income between 50000 and 350000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/857,50000,350000,0,45,Male,Women
Seva Benefit Scheme 858,Maharashtra,SC,Agriculture,Resident of Maharashtra; category SC; annual income between 50000 and 550000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/858,50000,550000,18,45,Female,SC
Seva Benefit Scheme 859,Andhra Pradesh,Minority,Social Welfare,Resident of Andhra Pradesh; category Minority; annual income between 150000 and 450000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/859,150000,450000,21,45,All,Minority
Seva Benefit Scheme 860,Tamil Nadu,Senior Citizen,Agriculture,Resident of Tamil Nadu; category Senior Citizen; annual income between 0 and 500000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/860,0,500000,18,35,All,Senior Citizen
Seva Benefit Scheme 861,Maharashtra,Student,Rural Development,Resident of Maharashtra; category Student; annual income between 100000 and 600000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/861,100000,600000,35,40,Male,Student
Seva Benefit Scheme 862,Karnataka,Disabled,Agriculture,Resident of Karnataka; category Disabled; annual income between 150000 and 250000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/862,150000,250000,0,80,Female,Disabled
Seva Benefit Scheme 863,Bihar,General,Rural Development,Resident of Bihar; category General; annual income between 100000 and 400000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/863,100000,400000,18,35,All,General
Seva Benefit Scheme 864,Rajasthan,Student,Minority Affairs,Resident of Rajasthan; category Student; annual income between 100000 and 200000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/864,100000,200000,0,60,Male,Student
Seva Benefit Scheme 865,Maharashtra,SC,Education,Resident of Maharashtra; category SC; annual income between 0 and 300000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/865,0,300000,60,0,All,SC
Seva Benefit Scheme 866,Maharashtra,SC,Social Welfare,Resident of Maharashtra; category SC; annual income between 0 and 200000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/866,0,200000,18,80,Female,SC
Seva Benefit Scheme 867,Uttar Pradesh,Minority,Agriculture,Resident of Uttar Pradesh; category Minority; annual income between 100000 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/867,100000,300000,40,80,Female,Minority
Seva Benefit Scheme 868,Karnataka,Women,Education,Resident of Karnataka; category Women; annual income between 150000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/868,150000,350000,21,80,Male,Women
Seva Benefit Scheme 869,Bihar,Women,Health,Resident of Bihar; category Women; annual income between 50000 and 150000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/869,50000,150000,40,80,Male,Women
Seva Benefit Scheme 870,Bihar,Student,Rural Development,Resident of Bihar; category Student; annual income between 0 and 500000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/870,0,500000,18,80,All,Student
Seva Benefit Scheme 871,West Bengal,General,Agriculture,Resident of West Bengal; category General; annual income between 0 and 500000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/871,0,500000,21,45,All,General
Seva Benefit Scheme 872,Uttar Pradesh,Women,Social Welfare,Resident of Uttar Pradesh; category Women; annual income between 50000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/872,50000,350000,45,60,Female,Women
Seva Benefit Scheme 873,Odisha,Farmer,Skill Development,Resident of Odisha; category Farmer; annual income between 150000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/873,150000,250000,0,45,Female,Farmer
Seva Benefit Scheme 874,Gujarat,Student,Health,Resident of Gujarat; category Student; annual income between 150000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/874,150000,350000,40,80,Female,Student
Seva Benefit Scheme 875,Bihar,Disabled,Women & Child,Resident of Bihar; category Disabled; annual income between 100000 and 600000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/875,100000,600000,0,60,All,Disabled
Seva Benefit Scheme 876,Rajasthan,Senior Citizen,Rural Development,Resident of Rajasthan; category Senior Citizen; annual income between 50000 and 350000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/876,50000,350000,18,80,Male,Senior Citizen
Seva Benefit Scheme 877,Rajasthan,Farmer,Minority Affairs,Resident of Rajasthan; category Farmer; annual income between 0 and 100000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/877,0,100000,0,60,All,Farmer
Seva Benefit Scheme 878,West Bengal,Women,Rural Development,Resident of West Bengal; category Women; annual income between 150000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/878,150000,350000,60,0,Male,Women
Seva Benefit Scheme 879,Gujarat,SC,Minority Affairs,Resident of Gujarat; category SC; annual income between 150000 and 650000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/879,150000,650000,21,45,All,SC
Seva Benefit Scheme 880,Maharashtra,OBC,Agriculture,Resident of Maharashtra; category OBC; annual income between 50000 and 250000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/880,50000,250000,35,60,Male,OBC
Seva Benefit Scheme 881,Odisha,ST,Minority Affairs,Resident of Odisha; category ST; annual income between 150000 and 650000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/881,150000,650000,0,0,Male,ST
Seva Benefit Scheme 882,Maharashtra,Women,Skill Development,Resident of Maharashtra; category Women; annual income between 150000 and 650000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/882,150000,650000,18,60,All,Women
Seva Benefit Scheme 883,Andhra Pradesh,Minority,Health,Resident of Andhra Pradesh; category Minority; annual income between 150000 and 650000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/883,150000,650000,60,80,Male,Minority
Seva Benefit Scheme 884,Uttar Pradesh,SC,Women & Child,Resident of Uttar Pradesh; category SC; annual income between 100000 and 300000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/884,100000,300000,21,60,Male,SC
Seva Benefit Scheme 885,Andhra Pradesh,SC,Minority Affairs,Resident of Andhra Pradesh; category SC; annual income between 50000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/885,50000,350000,40,45,Male,SC
